1.161,4.450,2
2.606,4.219,2
3.854,2.920,2
4.190,2.099,2
2.505,2.493,2
4.640,4.460,2
3.533,4.062,2
1.001,5.254,2
2.409,5.121,2
3.288,1.850,2
2.876,3.174,2
2.738,2.131,2
0.889,4.772,2
3.513,3.862,2
2.338,4.696,2
3.464,3.591,2
4.462,5.244,2
2.788,3.774,2
4.375,1.630,2
4.044,4.669,2
4.258,3.424,2
0.608,3.127,2
4.399,4.058,2
3.683,3.221,2
2.622,4.028,2
2.647,3.752,2
3.249,4.526,2
0.715,3.058,2
2.341,5.250,2
3.259,3.875,2
2.009,5.181,2
2.933,3.605,2
1.592,2.933,2
4.509,2.599,2
1.411,2.599,2
4.381,5.020,2
3.875,3.558,2
